id,x,y
IMG4287_3,22.448471069335938,-68.98207092285156
IMG4288_5,97.95671081542969,-29.744657516479492
IMG4289_5,67.55007934570312,-25.91468620300293
IMG4290_4,-35.6619987487793,-2.574425220489502
IMG4291_5,-95.44583129882812,79.6919174194336
IMG4292_3,1.639299988746643,30.48370933532715
IMG4293_3,-83.94750213623047,21.451217651367188
IMG4294_1,51.05559158325195,-4.356119632720947
IMG4295_1,18.67806053161621,-31.311433792114258
IMG4296_1,-143.8819580078125,12.735138893127441
IMG4297_4,4.95540714263916,-50.47423553466797
IMG4298_1,11.007516860961914,20.789226531982422
IMG4299_3,9.283265113830566,-25.181360244750977
IMG4300_5,50.83063888549805,-25.614625930786133
IMG4301_3,22.90251922607422,-67.01055145263672
IMG4302_2,53.5269660949707,-49.51546859741211
IMG4303_2,22.452051162719727,-57.38322830200195
IMG4304_5,36.716609954833984,-9.157073974609375
IMG4305_5,50.81853103637695,-2.454503059387207
IMG4306_4,15.887760162353516,24.793336868286133
IMG4307_4,26.935497283935547,-49.218345642089844
IMG4308_3,56.8003044128418,-46.677337646484375
IMG4309_1,-26.822582244873047,0.797793984413147
IMG4310_4,-0.04604426771402359,-31.676206588745117
IMG4311_4,36.258209228515625,-2.0490782260894775
IMG4312_2,44.685916900634766,-8.475038528442383
IMG4313_3,17.885238647460938,-11.984232902526855
IMG4314_5,-171.14598083496094,66.90555572509766
IMG4315_5,0.9798508882522583,31.5129337310791
IMG4316_2,8.519010543823242,-26.721784591674805
IMG4317_2,-25.730716705322266,31.539960861206055
IMG4318_2,12.150501251220703,-59.085540771484375
IMG4319_2,-69.0156021118164,27.241836547851562
IMG4320_2,63.7568473815918,-51.21806716918945
IMG4321_5,24.052017211914062,-15.586111068725586
IMG4322_4,-49.65156936645508,8.795303344726562
IMG4323_2,45.26450729370117,-60.65724182128906
IMG4324_5,45.148006439208984,-13.313948631286621
IMG4325_4,-144.56619262695312,77.56120300292969
IMG4326_5,-1.312758207321167,29.241209030151367
IMG4327_4,28.992921829223633,-17.543445587158203
IMG4328_4,-99.01948547363281,62.38645553588867
IMG4329_1,22.465038299560547,-6.4763689041137695
IMG4330_4,41.10947036743164,2.884354829788208
IMG4331_2,44.2421989440918,2.5227859020233154
IMG4332_3,64.70094299316406,-45.13740539550781
IMG4333_2,13.654335021972656,20.932781219482422
IMG4334_3,51.404541015625,-16.93064308166504
IMG4335_4,62.29799270629883,-54.910858154296875
IMG4336_4,54.415733337402344,-17.696378707885742
IMG4337_2,33.57453918457031,-17.903583526611328
IMG4338_3,35.13887405395508,-81.35598754882812
IMG4339_5,-38.53652572631836,18.028066635131836
IMG4340_4,50.04411697387695,4.554519176483154
IMG4341_5,27.349315643310547,-52.906333923339844
IMG4342_5,48.5190544128418,-26.97584342956543
IMG4343_5,-15.620651245117188,-3.8750040531158447
IMG4344_5,18.261505126953125,6.196331977844238
IMG4345_3,39.27884292602539,5.774411678314209
IMG4346_3,33.84464645385742,3.5104804039001465
IMG4347_5,-33.02424240112305,33.011627197265625
IMG4348_5,62.90084457397461,-0.717997670173645
IMG4349_5,24.969837188720703,19.091062545776367
IMG4350_2,-103.74850463867188,57.09051513671875
IMG4351_1,-90.7420654296875,26.23240852355957
IMG4352_4,31.742265701293945,-73.7909927368164
IMG4353_3,15.874990463256836,-27.486888885498047
IMG4354_3,41.570770263671875,-18.090347290039062
IMG4355_2,32.007564544677734,-18.00206184387207
IMG4356_2,3.7299492359161377,-65.54528045654297
IMG4357_5,-50.618282318115234,38.7469482421875
IMG4358_2,49.060855865478516,-4.219076633453369
IMG4359_3,-56.15007400512695,28.90312957763672
IMG4360_4,-16.0509033203125,12.944321632385254
IMG4361_4,11.76785945892334,-54.021751403808594
IMG4362_2,38.4532356262207,-16.60545539855957
IMG4363_2,-37.5202751159668,35.739158630371094
IMG4364_1,54.109622955322266,-54.869876861572266
IMG4365_4,48.44633865356445,3.6024222373962402
IMG4366_1,9.319107055664062,-51.645057678222656
IMG4367_1,60.54075241088867,-36.65825653076172
IMG4368_2,45.74605178833008,-31.284685134887695
IMG4369_4,51.79932403564453,-28.8692684173584
IMG4370_4,-35.32837677001953,3.457801103591919
IMG4371_1,48.513954162597656,-12.068482398986816
IMG4372_3,-107.82957458496094,116.82139587402344
IMG4373_1,24.204225540161133,11.310922622680664
IMG4374_3,32.15343475341797,6.123600482940674
IMG4375_3,45.39738845825195,5.867359638214111
IMG4376_2,5.521304607391357,-13.648740768432617
IMG4377_1,66.01499938964844,-25.83168601989746
IMG4378_3,42.07912826538086,8.354931831359863
IMG4379_2,-6.614673137664795,23.816438674926758
IMG4380_4,54.93549728393555,-11.806144714355469
IMG4381_5,20.491830825805664,-59.32676315307617
IMG4382_4,54.711605072021484,-22.761260986328125
IMG4383_3,-21.042808532714844,41.43164825439453
IMG4384_3,5.044480800628662,15.734745979309082
IMG4385_4,19.232879638671875,-54.03642272949219
IMG4386_3,44.59537124633789,4.29396390914917
IMG4387_1,-97.52809143066406,72.06680297851562
IMG4388_5,12.52944564819336,25.510644912719727
IMG4389_5,49.700294494628906,-4.50105619430542
IMG4390_3,44.29591751098633,3.750690221786499
IMG4391_5,9.329566955566406,46.0517463684082
IMG4392_1,-104.81008911132812,36.09455871582031
IMG4393_4,23.769269943237305,-58.9716682434082
IMG4394_4,-139.4484405517578,28.526613235473633
IMG4395_4,45.55714797973633,-3.057905912399292
IMG4396_3,-61.068206787109375,33.40762710571289
IMG4397_4,-36.83838653564453,7.905216217041016
