id,x,y
IMG4287_3,8.280324935913086,-31.504667282104492
IMG4288_5,35.671688079833984,-5.11639404296875
IMG4289_5,46.43471908569336,-38.057472229003906
IMG4290_4,-58.6618537902832,64.5847396850586
IMG4291_5,-102.46742248535156,138.07786560058594
IMG4292_3,16.21525764465332,-5.039139747619629
IMG4293_3,-139.42442321777344,74.41056060791016
IMG4294_1,49.1533317565918,-41.21230697631836
IMG4295_1,40.15544509887695,-28.922582626342773
IMG4296_1,-162.15835571289062,16.438810348510742
IMG4297_4,4.763705730438232,-41.74533462524414
IMG4298_1,25.361520767211914,2.45851993560791
IMG4299_3,-73.48180389404297,6.014892578125
IMG4300_5,39.72077560424805,-23.04465103149414
IMG4301_3,31.132295608520508,-100.84085845947266
IMG4302_2,30.71162223815918,8.716389656066895
IMG4303_2,15.242094039916992,-42.29680252075195
IMG4304_5,-0.703494131565094,0.06010639667510986
IMG4305_5,8.416019439697266,15.663625717163086
IMG4306_4,43.4309196472168,-24.72466278076172
IMG4307_4,15.301276206970215,-12.735437393188477
IMG4308_3,39.003509521484375,-50.284454345703125
IMG4309_1,6.634578227996826,-37.208580017089844
IMG4310_4,14.416299819946289,-12.531303405761719
IMG4311_4,-3.1049818992614746,51.65519332885742
IMG4312_2,40.69514083862305,-7.149324417114258
IMG4313_3,8.917511940002441,27.287330627441406
IMG4314_5,-84.24584197998047,49.726829528808594
IMG4315_5,29.653703689575195,3.450082778930664
IMG4316_2,-51.579349517822266,23.887563705444336
IMG4317_2,1.9403977394104004,-15.077296257019043
IMG4318_2,24.67409324645996,-42.5009880065918
IMG4319_2,-80.16384887695312,47.975650787353516
IMG4320_2,54.05500793457031,-21.8723201751709
IMG4321_5,12.90114688873291,-7.092900276184082
IMG4322_4,-38.347991943359375,12.426980018615723
IMG4323_2,-23.07476043701172,1.8896218538284302
IMG4324_5,14.568469047546387,48.96025848388672
IMG4325_4,-136.54595947265625,102.79007720947266
IMG4326_5,20.624589920043945,-5.597070693969727
IMG4327_4,37.58297348022461,-29.98607063293457
IMG4328_4,-132.8541259765625,99.05806732177734
IMG4329_1,-18.33604621887207,29.74919891357422
IMG4330_4,29.573375701904297,-1.6199301481246948
IMG4331_2,28.268062591552734,-16.653812408447266
IMG4332_3,41.60819625854492,-13.421640396118164
IMG4333_2,-10.47459888458252,23.536575317382812
IMG4334_3,21.56564712524414,11.773487091064453
IMG4335_4,37.53850173950195,32.43734359741211
IMG4336_4,73.635986328125,-31.27540397644043
IMG4337_2,11.443914413452148,-28.595333099365234
IMG4338_3,40.27200698852539,-87.1576156616211
IMG4339_5,-45.60494613647461,36.87465286254883
IMG4340_4,46.83957290649414,-33.5382194519043
IMG4341_5,28.35943031311035,-3.4758195877075195
IMG4342_5,64.23043060302734,-19.93460464477539
IMG4343_5,-40.73911666870117,21.88384246826172
IMG4344_5,-2.825624942779541,32.9361686706543
IMG4345_3,22.099401473999023,22.73138427734375
IMG4346_3,32.94161605834961,22.05682945251465
IMG4347_5,-31.495899200439453,6.261310577392578
IMG4348_5,28.883020401000977,-1.7814841270446777
IMG4349_5,45.062171936035156,-2.9041566848754883
IMG4350_2,-63.208560943603516,35.00016403198242
IMG4351_1,-87.12418365478516,35.739845275878906
